4800,9,2
0.25,0.166667,0,0,0,0,0,0,0
0.25,0.166667,0.00628931,0.0031348,0.00156495,0.25,0.025641,0.0126582,0
0.25,0.166667,0.0125786,0.00626959,0.00312989,0.5,0.051282,0.0253165,0
0.25,0.166667,0.0188679,0.00940439,0.00469484,0.75,0.0769231,0.0379747,0
0.25,0.166667,0.0251572,0.0125392,0.00625978,1,0.102564,0.0506329,1
0.25,0.166667,0.0314465,0.015674,0.00782473,0,0.128205,0.0632911,0
0.25,0.166667,0.0377358,0.0188088,0.00938967,0.25,0.153846,0.0759494,0
0.25,0.166667,0.0440252,0.0219436,0.0109546,0.5,0.179487,0.0886076,0
0.25,0.166667,0.0503145,0.0250784,0.0125196,0.75,0.205128,0.101266,0
0.25,0.166667,0.0566038,0.0282132,0.0140845,1,0.230769,0.113924,1
0.25,0.166667,0.0628931,0.031348,0.0156495,0,0.25641,0.126582,0
0.25,0.166667,0.0691824,0.0344828,0.0172144,0.25,0.282051,0.139241,0
0.25,0.166667,0.0754717,0.0376176,0.0187793,0.5,0.307692,0.151899,0
0.25,0.166667,0.081761,0.0407524,0.0203443,0.75,0.333333,0.164557,0
0.25,0.166667,0.0880503,0.0438871,0.0219092,1,0.358974,0.177215,1
0.25,0.166667,0.0943396,0.0470219,0.0234742,0,0.384615,0.189873,0
0.25,0.166667,0.100629,0.0501567,0.0250391,0.25,0.410256,0.202532,0
0.25,0.166667,0.106918,0.0532915,0.0266041,0.5,0.435897,0.21519,0
0.25,0.166667,0.113208,0.0564263,0.028169,0.75,0.461538,0.227848,0
0.25,0.166667,0.119497,0.0595611,0.029734,1,0.487179,0.240506,0
0.25,0.166667,0.125786,0.0626959,0.0312989,0,0.512821,0.253165,0
0.25,0.166667,0.132075,0.0658307,0.0328638,0.25,0.538462,0.265823,0
0.25,0.166667,0.138365,0.0689655,0.0344288,0.5,0.564103,0.278481,0
0.25,0.166667,0.144654,0.0721003,0.0359937,0.75,0.589744,0.291139,0
0.25,0.166667,0.150943,0.0752351,0.0375587,1,0.615385,0.303797,0
0.25,0.166667,0.157233,0.0783699,0.0391236,0,0.641026,0.316456,0
0.25,0.166667,0.163522,0.0815047,0.0406886,0.25,0.666667,0.329114,0
0.25,0.166667,0.169811,0.0846395,0.0422535,0.5,0.692308,0.341772,0
0.25,0.166667,0.176101,0.0877743,0.0438185,0.75,0.717949,0.35443,0
0.25,0.166667,0.18239,0.0909091,0.0453834,1,0.74359,0.367089,0
0.25,0.166667,0.188679,0.0940439,0.0469484,0,0.769231,0.379747,0
0.25,0.166667,0.194969,0.0971787,0.0485133,0.25,0.794872,0.392405,1
0.25,0.166667,0.201258,0.100313,0.0500782,0.5,0.820513,0.405063,0
0.25,0.166667,0.207547,0.103448,0.0516432,0.75,0.846154,0.417722,0
0.25,0.166667,0.213836,0.106583,0.0532081,1,0.871795,0.43038,0
0.25,0.166667,0.220126,0.109718,0.0547731,0,0.897436,0.443038,0
0.25,0.166667,0.226415,0.112853,0.056338,0.25,0.923077,0.455696,0
0.25,0.166667,0.232704,0.115987,0.057903,0.5,0.948718,0.468354,0
0.25,0.166667,0.238994,0.119122,0.0594679,0.75,0.974359,0.481013,0
0.25,0.166667,0.245283,0.122257,0.0610329,1,0,0.493671,0
0.25,0.166667,0.251572,0.125392,0.0625978,0,0.025641,0.506329,0
0.25,0.166667,0.257862,0.128527,0.0641628,0.25,0.051282,0.518987,0
0.25,0.166667,0.264151,0.131661,0.0657277,0.5,0.0769231,0.531646,0
0.25,0.166667,0.27044,0.134796,0.0672926,0.75,0.102564,0.544304,0
0.25,0.166667,0.27673,0.137931,0.0688576,1,0.128205,0.556962,0
0.25,0.166667,0.283019,0.141066,0.0704225,0,0.153846,0.56962,0
0.25,0.166667,0.289308,0.144201,0.0719875,0.25,0.179487,0.582278,0
0.25,0.166667,0.295597,0.147335,0.0735524,0.5,0.205128,0.594937,0
0.25,0.166667,0.301887,0.15047,0.0751174,0.75,0.230769,0.607595,0
0.25,0.166667,0.308176,0.153605,0.0766823,1,0.25641,0.620253,0
0.25,0.166667,0.314465,0.15674,0.0782473,0,0.282051,0.632911,0
0.25,0.166667,0.320755,0.159875,0.0798122,0.25,0.307692,0.64557,0
0.25,0.166667,0.327044,0.163009,0.0813771,0.5,0.333333,0.658228,0
0.25,0.166667,0.333333,0.166144,0.0829421,0.75,0.358974,0.670886,0
0.25,0.166667,0.339623,0.169279,0.084507,1,0.384615,0.683544,0
0.25,0.166667,0.345912,0.172414,0.086072,0,0.410256,0.696203,0
0.25,0.166667,0.352201,0.175549,0.0876369,0.25,0.435897,0.708861,0
0.25,0.166667,0.358491,0.178683,0.0892019,0.5,0.461538,0.721519,0
0.25,0.166667,0.36478,0.181818,0.0907668,0.75,0.487179,0.734177,0
0.25,0.166667,0.371069,0.184953,0.0923318,1,0.512821,0.746835,0
0.25,0.166667,0.377358,0.188088,0.0938967,0,0.538462,0.759494,0
0.25,0.166667,0.383648,0.191223,0.0954617,0.25,0.564103,0.772152,0
0.25,0.166667,0.389937,0.194357,0.0970266,0.5,0.589744,0.78481,0
0.25,0.166667,0.396226,0.197492,0.0985916,0.75,0.615385,0.797468,0
0.25,0.166667,0.402516,0.200627,0.100156,1,0.641026,0.810127,0
0.25,0.166667,0.408805,0.203762,0.101721,0,0.666667,0.822785,0
0.25,0.166667,0.415094,0.206897,0.103286,0.25,0.692308,0.835443,0
0.25,0.166667,0.421384,0.210031,0.104851,0.5,0.717949,0.848101,0
0.25,0.166667,0.427673,0.213166,0.106416,0.75,0.74359,0.860759,0
0.25,0.166667,0.433962,0.216301,0.107981,1,0.769231,0.873418,0
0.25,0.166667,0.440252,0.219436,0.109546,0,0.794872,0.886076,0
0.25,0.166667,0.446541,0.222571,0.111111,0.25,0.820513,0.898734,0
0.25,0.166667,0.45283,0.225705,0.112676,0.5,0.846154,0.911392,0
0.25,0.166667,0.459119,0.22884,0.114241,0.75,0.871795,0.924051,0
0.25,0.166667,0.465409,0.231975,0.115806,1,0.897436,0.936709,0
0.25,0.166667,0.471698,0.23511,0.117371,0,0.923077,0.949367,0
0.25,0.166667,0.477987,0.238245,0.118936,0.25,0.948718,0.962025,0
0.25,0.166667,0.484277,0.241379,0.120501,0.5,0.974359,0.974684,0
0.25,0.166667,0.490566,0.244514,0.122066,0.75,0,0.987342,0
0.25,0.166667,0.496855,0.247649,0.123631,1,0.025641,0,0
0.25,0.166667,0.503145,0.250784,0.125196,0,0.051282,0.0126582,0
0.25,0.166667,0.509434,0.253918,0.126761,0.25,0.0769231,0.0253165,1
0.25,0.166667,0.515723,0.257053,0.128326,0.5,0.102564,0.0379747,0
0.25,0.166667,0.522013,0.260188,0.12989,0.75,0.128205,0.0506329,0
0.25,0.166667,0.528302,0.263323,0.131455,1,0.153846,0.0632911,0
0.25,0.166667,0.534591,0.266458,0.13302,0,0.179487,0.0759494,0
0.25,0.166667,0.540881,0.269592,0.134585,0.25,0.205128,0.0886076,0
0.25,0.166667,0.54717,0.272727,0.13615,0.5,0.230769,0.101266,0
0.25,0.166667,0.553459,0.275862,0.137715,0.75,0.25641,0.113924,0
0.25,0.166667,0.559748,0.278997,0.13928,1,0.282051,0.126582,0
0.25,0.166667,0.566038,0.282132,0.140845,0,0.307692,0.139241,0
0.25,0.166667,0.572327,0.285266,0.14241,0.25,0.333333,0.151899,0
0.25,0.166667,0.578616,0.288401,0.143975,0.5,0.358974,0.164557,0
0.25,0.166667,0.584906,0.291536,0.14554,0.75,0.384615,0.177215,0
0.25,0.166667,0.591195,0.294671,0.147105,1,0.410256,0.189873,0
0.25,0.166667,0.597484,0.297806,0.14867,0,0.435897,0.202532,0
0.25,0.166667,0.603774,0.30094,0.150235,0.25,0.461538,0.21519,0
0.25,0.166667,0.610063,0.304075,0.1518,0.5,0.487179,0.227848,0
0.25,0.166667,0.616352,0.30721,0.153365,0.75,0.512821,0.240506,0
0.25,0.166667,0.622642,0.310345,0.15493,1,0.538462,0.253165,0
0.25,0.166667,0.628931,0.31348,0.156495,0,0.564103,0.265823,0
0.25,0.166667,0.63522,0.316614,0.158059,0.25,0.589744,0.278481,0
0.25,0.166667,0.641509,0.319749,0.159624,0.5,0.615385,0.291139,0
0.25,0.166667,0.647799,0.322884,0.161189,0.75,0.641026,0.303797,0
